Index,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27
47810,45448.07970523834,45621.23119831085,45818.07553768158,46054.19188737869,46348.90705347061
48260,80850.36277770996,82329.78731393814,83843.49197149277,85279.39021587372,86647.19760417938
48410,29520.796611905098,29547.80124127865,29564.784839749336,29566.949233412743,29524.62248504162
48530,17268.924042582512,17174.990847706795,17096.48407995701,17019.55683529377,16950.55700838566
49070,38164.55602645874,38260.19912958145,38346.20863199234,38406.215608119965,38453.82481813431
51600,38343.30290555954,38271.48675918579,38204.64015007019,38132.1907043457,38057.78920650482
51900,744688.3320808411,734267.4136161804,726199.3885040283,720235.1689338684,715918.1237220764
51905,438736.11092567444,435021.22163772583,431711.19689941406,428744.5843219757,426007.479429245
51910,502537.3101234436,505195.7964897156,508634.0308189392,512206.6140174866,515445.0535774231
51915,253590.70301055908,254264.77193832397,255079.83565330505,256079.7929763794,257318.4072971344
52400,24174.848571419716,24056.95803463459,23919.636383652687,23772.770538926125,23632.695898413658
52690,77772.69184589386,77734.16489362717,77596.34405374527,77369.76444721222,77105.83508014679
53030,14256.076887249947,14207.528904080391,14162.080362439156,14120.122417807579,14080.537483096123
53800,108379.63223457336,108521.65520191193,108893.4987783432,109345.88313102722,109904.95979785919
55550,41212.812066078186,41231.170296669006,41271.232068538666,41334.48004722595,41396.02184295654
56190,39518.22221279144,39711.86280250549,39911.27014160156,40101.15563869476,40281.21381998062
58470,172188.1777048111,171828.2550573349,171355.06868362427,170800.23884773254,170189.5147562027
58820,6366.530433297157,6365.114822983742,6364.071741700172,6362.861022353172,6361.657753586769
60150,10013.20593059063,9973.930194973946,9934.58367884159,9895.877912640572,9862.320497632027
60250,19722.966477274895,19486.10134422779,19254.58200275898,19027.25361287594,18822.329118847847
60720,19657.926633954048,19744.70727145672,19824.4396597147,19904.667511582375,19989.902153611183
61970,10757.653042674065,10737.800970673561,10713.407769799232,10683.475062251091,10650.580748915672
64260,8840.477094054222,8799.908682703972,8768.86211335659,8740.724995732307,8719.386532902718
64350,18335.20643413067,18301.421776413918,18271.246924996376,18243.933096528053,18225.53016245365
64550,31125.957146286964,31031.09635412693,30962.21573650837,30906.403437256813,30880.430713295937
64760,136608.40690135956,136484.7868680954,136258.0806016922,135975.643992424,135701.7308473587
65660,22974.7723788023,22869.957610964775,22776.713594794273,22689.329460263252,22606.8627089262
66570,112936.75005435944,112269.74427700043,111625.17964839935,110978.11162471771,110345.58713436127
66575,57488.60538005829,57293.33311319351,57093.992829322815,56900.70986747742,56702.3903131485
66970,230903.61058712006,234794.81041431427,238543.97237300873,241297.55795001984,243103.07204723358
67000,7217.8225964307785,7197.493687272072,7176.419720053673,7162.0214730501175,7150.409743189812
67160,112933.41219425201,112126.2013912201,111321.31516933441,110556.98990821838,110003.93331050873
67310,17639.169469475746,17689.53539431095,17756.735906004906,17808.513715863228,17835.78284084797
67630,10920.694097876549,11264.173313975334,11550.294235348701,11811.07573211193,12069.826945662498
68240,28846.753761172295,28795.22554576397,28746.722266077995,28699.317947030067,28651.079162955284
68270,156480.92329502106,155453.48823070526,154556.7661523819,153950.2888917923,153669.96824741364
68760,84313.10951709747,83797.90931940079,83375.61786174774,83044.26074028015,82795.91798782349
69080,21171.363070607185,21115.483716130257,21064.35038149357,21013.57840001583,20964.758470654488
69500,34901.90953016281,34897.46153354645,34885.525703430176,34867.40589141846,34844.473004341125
69620,169223.48737716675,168771.28183841705,168578.98235321045,168583.9593410492,168667.83797740936
69960,76221.21274471283,76253.03417444229,76289.69848155975,76344.3186879158,76388.77630233765
71050,71025.45350790024,70905.07447719574,70824.533700943,70745.02110481262,70661.09776496887
73240,6585.480645298958,6586.922332644463,6587.708368897438,6589.198485016823,6590.424105525017
74600,30948.04473221302,31152.55944430828,31323.030591011047,31480.96054792404,31621.724367141724
78020,7310.392335057259,7304.81930077076,7299.629971385002,7294.7051376104355,7289.80265557766
78130,6361.702457070351,6358.424201607704,6355.764344334602,6354.620680212975,6354.847922921181
78340,91635.96481084824,90898.0518579483,90255.78945875168,89702.02505588531,89286.98301315308
78600,85777.06664800644,86723.61075878143,87589.34587240219,88164.15071487427,88458.76902341843
78930,45256.033539772034,45268.90069246292,45205.891132354736,45101.67986154556,44992.31278896332
81660,31475.208699703217,31393.498182296753,31314.291059970856,31236.791983246803,31168.85758936405
82270,13891.706243157387,13903.109356760979,13906.752690672874,13906.890526413918,13908.075168728828
83790,6790.461018681526,6791.861727833748,6793.009117245674,6792.688742280006,6792.744621634483
84110,27089.262381196022,26970.34738957882,26857.493445277214,26738.41454088688,26623.738929629326
84370,43145.21700143814,43150.55161714554,43117.061257362366,43032.54187107086,42898.53572845459
84850,34476.831555366516,34485.697746276855,34484.125673770905,34477.74052619934,34483.715891838074
84990,20348.617807030678,20369.434729218483,20407.15329349041,20473.560318350792,20558.04617702961
85660,17392.93523132801,17366.135492920876,17335.863783955574,17299.68748986721,17263.734713196754
86280,202282.68206119537,202489.30156230927,202657.088637352,202923.53630065918,203198.19450378418
86390,25479.206815361977,25467.978790402412,25454.888120293617,25442.807003855705,25450.507178902626
86450,20984.17468369007,21003.002300858498,21017.922088503838,21033.840253949165,21044.77770626545
86790,46597.89055585861,46597.07844257355,46645.72328329086,46728.52158546448,46816.349029541016
86900,126628.86083126068,126614.40670490265,126682.87754058838,126755.89323043823,126805.82702159882
88350,6289.81925547123,6285.050883889198,6280.2378088235855,6275.633350014687,6271.513178944588
88800,10258.445516228676,10239.427909255028,10213.328525424004,10182.185098528862,10147.983208298683
89030,20591.90906584263,20592.639222741127,20576.06913149357,20544.549450278282,20497.80823290348
89970,20351.534709334373,20322.268828749657,20281.219854950905,20229.196175932884,20179.06866967678
89980,39161.5629196167,39128.15451622009,39088.47272396088,39051.23472213745,39012.29798793793
90430,162984.2072725296,162197.11303710938,161558.3300590515,161022.55880832672,160503.62586975098
90460,25974.171236157417,26113.631203770638,26245.592162013054,26381.38271868229,26508.620008826256
91700,10625.05878508091,10645.629838109016,10659.558698534966,10662.088170647621,10656.343773007393
91990,59575.483202934265,59424.53444004059,59337.519109249115,59318.169951438904,59375.181794166565
92040,29863.82134258747,29790.87643325329,29732.25526511669,29688.170179724693,29659.273102879524
92190,8179.916068911552,8175.17377436161,8155.355229973793,8122.077211737633,8083.729073405266
95610,26750.93151628971,26763.5565251112,26749.061420559883,26714.542880654335,26666.486635804176
95660,21241.24951660633,21158.313378691673,21091.299131512642,21037.904545664787,21037.766709923744
95700,37671.06682062149,37552.058696746826,37453.33105325699,37367.887794971466,37292.540073394775
96530,42021.63964509964,42037.77015209198,42076.29710435867,42124.226689338684,42192.58576631546
96770,205347.86581993103,205651.4024734497,205754.1459798813,205752.4472475052,205729.46965694427
97950,394415.58718681335,394704.4014930725,394822.8657245636,394795.8052158356,394180.2382469177
98460,17311.057075858116,17241.0998493433,17168.41571033001,17098.532989621162,17033.955082297325
99320,46735.92001199722,46825.580298900604,46912.95325756073,47006.115317344666,47119.997441768646
100090,19264.159724116325,19338.900223374367,19416.42351448536,19489.15235698223,19564.280286431313
101490,26902.74454653263,26841.32196009159,26767.315343022346,26682.132855057716,26585.130020976067
102110,34956.38072490692,34952.37976312637,34940.95057249069,34923.30759763718,34900.7323384285
102710,33683.70234966278,33767.566084861755,33839.61319923401,33889.87481594086,33916.19026660919
102780,8167.879655957222,8173.62405359745,8175.903931260109,8175.237104296684,8173.43033850193
104480,6786.0763520002365,6785.506382584572,6784.49310362339,6782.6081067323685,6780.276075005531
105560,58650.65008401871,58584.243059158325,58586.41117811203,58645.203709602356,58699.50354099274
108320,130111.7092370987,130139.11247253418,130043.8791513443,129804.80492115021,129447.44527339935
110790,41642.382740974426,41578.60577106476,41358.66463184357,41102.14859247208,40883.74227285385
111770,47282.882034778595,47277.51016616821,47218.60587596893,47128.826379776,47041.99731349945
112040,76782.18185901642,76480.12042045593,76354.89851236343,76387.07756996155,76656.87799453735
112610,54950.691759586334,54688.24505805969,54463.75906467438,54279.17838096619,54174.36361312866
120110,63228.726387023926,63360.86243391037,63431.836664676666,63442.35688447952,63440.561294555664
121800,13608.729466795921,13442.197814583778,13274.328783154488,13101.460412144661,12939.425185322762
122450,7778.10625731945,7783.668115735054,7781.898602843285,7773.874327540398,7763.540372252464
122630,18172.146752476692,18161.943182349205,18144.255504012108,18120.12679874897,18090.618774294853
122870,57956.70300722122,57770.16282081604,57565.09304046631,57366.9970035553,57203.54616641998
128940,296633.5117816925,297196.8352794647,298073.1725692749,299311.3100528717,300740.3612136841
131290,78012.53348588943,78339.21909332275,78592.78470277786,78828.364610672,79151.2057185173
131370,6866.2818521261215,6862.441077828407,6858.920678496361,6854.793056845665,6852.509453892708
131970,44744.37236785889,44647.89479970932,44510.386884212494,44327.60924100876,44100.39633512497
137400,47781.601548194885,48031.38226270676,48422.254621982574,48950.53058862686,49564.44352865219
138040,34776.35979652405,34542.82879829407,34353.01035642624,34207.07583427429,34075.0589966774
138930,7399.348542094231,7397.240027785301,7395.1054364442825,7393.890991806984,7393.4439569711685
139130,8160.4477018117905,8139.593526721001,8121.93937599659,8107.004687190056,8095.668628811836
139480,127052.59025096893,126265.2724981308,125531.04758262634,124782.04071521759,124000.95164775848
140410,21333.72239768505,21132.739260792732,20932.385697960854,20753.363147377968,20589.249208569527
140860,111433.14838409424,111041.08393192291,110468.73033046722,109870.88084220886,109569.32604312897
141080,40591.81362390518,40527.03082561493,40527.95469760895,40548.63005876541,40592.32026338577
143240,43239.2880320549,43236.28544807434,43180.21237850189,43117.18791723251,43102.81574726105
144510,62973.33538532257,62829.74034547806,62748.13413619995,62704.309821128845,62702.93891429901
145020,121006.16097450256,120995.99838256836,121091.94695949554,121212.22913265228,121338.91880512238
151860,15134.753659367561,15202.915295958519,15232.423320412636,15234.516933560371,15226.339921355247
151910,6673.725321888924,6678.7805408239365,6684.081628918648,6688.462570309639,6692.023947834969
153130,103260.01048088074,103263.70596885681,103267.02892780304,103270.33698558807,103273.79405498505
161390,34671.53757810593,34711.86012029648,34722.380340099335,34705.9965133667,34675.56834220886
161890,43536.79716587067,43315.00083208084,43148.16743135452,43013.617396354675,42889.52797651291
166090,60669.541358947754,60744.039714336395,60826.54744386673,60925.40919780731,61043.78402233124
175330,7931.748405098915,7934.162393212318,7941.653952002525,7952.088490128517,7963.5921865701675
178320,18058.838322758675,18031.09608590603,17991.63408577442,17945.83536684513,17891.449853777885
178920,46092.4357175827,46178.31856012344,46323.44841957092,46493.56007575989,46622.74569272995
180640,56548.5954284668,56471.8097448349,56370.83947658539,56291.23002290726,56228.32477092743
181710,33373.17705154419,33178.478479385376,33033.87761116028,32912.64921426773,32823.61477613449
183300,58150.25418996811,58344.73669528961,58453.54497432709,58521.39741182327,58571.90489768982
183490,22222.841158509254,22207.388654351234,22197.017446160316,22156.240418553352,22078.102454543114
185490,8248.05535376072,8210.75402200222,8220.190182328224,8233.13556611538,8243.029937148094
185750,94072.40897417068,93830.36196231842,93646.8169093132,93514.06246423721,93411.74364089966
192820,76853.96820306778,75991.13881587982,75254.71597909927,74629.99224662781,74089.92946147919
194480,57036.23592853546,56513.17536830902,56035.1088643074,55590.65937995911,55260.16652584076
196170,52966.1551117897,53041.03344678879,53137.220442295074,53245.06014585495,53340.18915891647
200130,32053.306698799133,31828.224658966064,31643.256545066833,31471.900641918182,31322.68786430359
204270,7048.7577468156815,7043.784484267235,7039.444521069527,7034.940645098686,7029.8779755830765
204320,52839.15996551514,52868.99954080582,52888.87768983841,52885.91980934143,52858.91890525818
205470,13847.308233380318,13889.027759432793,13904.204592108727,13900.736346840858,13885.537162423134
206640,14642.355963587761,14577.673748135567,14515.860006213188,14455.338940024376,14398.885890841484
206650,18096.046522259712,18026.05576813221,17950.7564753294,17869.25084888935,17786.948010325432
207940,775638.2822990417,775690.3171539307,776540.8754348755,778241.2767410278,780821.5022087097
213420,42319.93108987808,42415.67850112915,42462.64696121216,42444.69851255417,42379.848659038544
214150,19158.905372023582,19034.53655540943,18917.439505457878,18795.477226376534,18689.850345253944
214320,49853.76447439194,49930.90778589249,49972.5341796875,49982.331693172455,50002.36630439758
214370,104134.91725921631,104043.33472251892,103964.6863937378,103877.7232170105,103933.14063549042
214450,86833.62603187561,86417.73462295532,86005.15127182007,85666.92471504211,85435.94926595688
214980,103713.22929859161,103716.35854244232,103719.13015842438,103721.81236743927,103724.52437877655
215000,170754.84991073608,170689.4040107727,170555.18925189972,170416.41473770142,170311.5701675415
215200,92897.83984422684,92577.19665765762,92269.29396390915,91959.69998836517,91655.1724076271
216080,17590.52835404873,17532.08227455616,17473.73305261135,17412.258312106133,17355.92447221279
217270,15872.301533818245,15766.842290759087,15668.084844946861,15567.557886242867,15477.54742205143
218410,29345.99481523037,29341.36427938938,29325.375333428383,29295.73319852352,29249.42784011364
220630,21225.402131676674,23456.307128071785,25874.73951280117,28242.191299796104,30461.085960268974
222080,13196.634128689766,13209.236785769463,13239.81024324894,13271.374627947807,13314.126059412956
222800,51180.67562580109,51171.526312828064,51129.68385219574,51062.77018785477,51052.36917734146
226950,21998.832002282143,21959.194913506508,21994.823589920998,22088.998928666115,22171.96486890316
230360,17751.628533005714,17643.818631768227,17536.32165491581,17426.611855626106,17312.368378043175
232140,6831.249222159386,6831.856444478035,6832.214072346687,6832.132115960121,6831.234320998192
235980,30542.565509676933,30464.360490441322,30331.382527947426,30182.05799162388,30050.22369325161
